#{"t_start": 1751064068.588806, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
445.0,3105,93121.450107
725.0,3104,93134.989351
745.0,3614,93147.211921
1300.0,7115,93172.963795
1180.0,6264,93196.312815
545.0,3031,93207.466754
545.0,4240,93222.906025
905.0,5761,93244.033417
545.0,3683,93258.078058
800.0,4581,93274.740343
520.0,3900,93288.512916
605.0,2949,93298.816787
1375.0,6495,93321.170801
800.0,4569,93337.167596
775.0,3465,93349.068357
605.0,3413,93360.884013
1045.0,6463,93383.198087
1115.0,5947,93403.637096
1205.0,6342,93425.635516
1150.0,7316,93451.909211
745.0,3386,93463.829165
1235.0,7103,93494.210743
575.0,3495,93507.927529
540.0,3775,93523.038354
695.0,3601,93537.315302
495.0,3481,93549.866634
580.0,3017,93560.775889
600.0,3967,93574.978493
1155.0,6841,93599.198133
1215.0,7563,93627.874022
600.0,3961,93643.35844
525.0,3859,93656.679576
600.0,4389,93671.916367
515.0,3865,93685.733735
510.0,3337,93697.392101
865.0,4557,93713.511558
215.0,2085,93720.623957
545.0,3587,93735.878612
545.0,2896,93746.520172
1120.0,5215,93765.543584
495.0,2853,93775.707813
525.0,3390,93788.011603
345.0,2327,93796.637182
605.0,3507,93809.302579
260.0,3071,93821.311237
605.0,3773,93835.013071
605.0,3839,93855.513981
330.0,2412,93863.877598
545.0,4660,93879.910594
485.0,3417,93891.395353
600.0,3121,93902.070198
1155.0,7207,93926.811906
1075.0,7007,93950.736738
580.0,3066,93961.861816
500.0,4109,93976.982497
600.0,3679,93991.300949
555.0,3777,94005.133006
700.0,3089,94016.141798
545.0,3543,94028.792078
540.0,3269,94040.306003
1140.0,6893,94065.871272
800.0,3879,94079.138791
945.0,3102,94089.628377
515.0,3535,94101.849848
1400.0,6813,94126.834507
605.0,3753,94141.558197
525.0,2773,94152.231214
2130.0,8635,94183.833145
1080.0,5961,94206.59623
545.0,3009,94224.597628
545.0,3141,94235.578025
1070.0,5528,94255.416113
545.0,4013,94270.313092
580.0,2689,94282.514686
600.0,2969,94294.239133
520.0,3895,94309.789971
570.0,3749,94324.028109
545.0,3361,94341.89319
575.0,3973,94362.56394
510.0,2939,94378.921041
575.0,4275,94401.169858
525.0,3755,94417.914674
550.0,3468,94431.787194
545.0,3393,94444.622237
600.0,3721,94458.670071
1095.0,7025,94484.86262
1000.0,6199,94506.784086
545.0,3607,94520.670341
545.0,3187,94533.45484
1055.0,5273,94553.418953
545.0,3056,94564.369574
545.0,2839,94575.33368
1325.0,6747,94600.095646
575.0,3896,94614.521809
775.0,3920,94640.62061
545.0,3386,94652.187984
800.0,3697,94668.657142
545.0,2839,94679.409159
795.0,5411,94699.388618
540.0,3443,94711.615975
600.0,3875,94725.074034
605.0,3593,94737.671905
610.0,3469,94749.901692
1185.0,5567,94769.515299
1105.0,6087,94790.975757
1105.0,5533,94810.303239
575.0,2220,94818.149777
1255.0,6919,94842.144514
600.0,3339,94853.827004
1235.0,7411,94879.550456
520.0,4233,94895.028463
1030.0,7251,94920.667797
570.0,3152,94931.567544
845.0,5231,94950.098194
690.0,3765,94963.114854
800.0,3507,94975.548994
445.0,3519,94989.049173
745.0,3201,95001.666713
1180.0,6473,95036.915124
1375.0,7903,95068.237713
570.0,3941,95085.277864
1095.0,7009,95113.596394
1370.0,6652,95140.858045
1400.0,6993,95166.835821
1580.0,9199,95202.329039
405.0,2957,95213.680891
575.0,3663,95228.504619
1140.0,6793,95258.328977
1265.0,8215,95294.944109
540.0,3315,95311.526394
645.0,5089,95334.532338
470.0,3099,95348.526666
1090.0,6625,95376.237908
805.0,3759,95390.331318
1385.0,7265,95418.472793
600.0,3209,95441.297672
975.0,4374,95456.510172
800.0,4287,95471.369967
735.0,3733,95484.663512
330.0,2469,95493.281445
1605.0,7615,95519.903787
600.0,4015,95534.09437
1110.0,7077,95558.802044
1430.0,6223,95580.523408
575.0,3066,95591.272115
1430.0,7229,95618.692536
470.0,3761,95632.994642
1130.0,6285,95655.060951
600.0,3265,95667.341821
1145.0,6387,95690.84267
605.0,3631,95703.646795
740.0,3253,95715.656592
510.0,3153,95726.723944
570.0,4308,95742.806916
575.0,2960,95753.752745
640.0,3217,95765.660421
1125.0,7575,95794.124734
420.0,2389,95814.04757
430.0,2672,95824.070093
1185.0,5987,95845.304903
550.0,3953,95858.975223
395.0,2220,95866.613694
975.0,6018,95888.859773
350.0,2595,95898.668745
1420.0,5199,95917.395161
600.0,3373,95929.782951
675.0,4619,95946.825013
1065.0,6647,95971.423946
575.0,3749,95987.802043
605.0,3783,96001.370169
980.0,5949,96024.006234
445.0,3439,96035.943455
585.0,3079,96046.56924
600.0,3089,96057.35622
600.0,3245,96068.59927
1200.0,6929,96092.752183
1385.0,6844,96116.581155
755.0,3081,96127.139195
545.0,3515,96139.528277
505.0,2719,96149.729611
575.0,3391,96163.989604
930.0,5823,96194.022551
575.0,4039,96209.623468
600.0,3545,96221.815401
575.0,3649,96235.48593
720.0,3743,96248.617046
570.0,3055,96259.613317
750.0,4367,96274.833909
545.0,3095,96285.769911
1345.0,7333,96312.74591
335.0,2505,96321.504036
570.0,3979,96335.328332
1170.0,7027,96359.792578
1380.0,8069,96388.6503
1230.0,7573,96415.052713
1145.0,5727,96435.157549
1375.0,6404,96457.695114
570.0,2462,96466.244327
335.0,2419,96474.663297
775.0,5056,96492.29256
910.0,6152,96517.315615
185.0,1463,96522.52076
600.0,3925,96536.640312
745.0,3485,96548.882127
575.0,3507,96573.53206
1000.0,4615,96590.093931
485.0,3185,96601.380768
1155.0,6632,96626.744826
600.0,3253,96639.291858
975.0,5679,96660.388026
545.0,2874,96670.588865
545.0,3781,96684.544522
485.0,2797,96694.499887
600.0,3223,96706.479926
600.0,4159,96721.843421
600.0,3217,96733.842965
605.0,3413,96746.35025
915.0,4453,96762.406892
345.0,3287,96773.783954
650.0,2571,96783.152397
770.0,4080,96798.289883
545.0,3724,96813.613443
575.0,3556,96826.99388
780.0,3873,96842.234423
1430.0,7341,96872.124672
600.0,3693,96887.013059
600.0,3171,96900.304333
1230.0,6459,96924.420215
770.0,3338,96936.580184
520.0,2795,96956.655638
1230.0,6337,96981.13505
1385.0,6195,97004.3838
965.0,4033,97019.419361
365.0,2860,97029.642612
570.0,3943,97045.466503
495.0,3445,97058.951409
605.0,4443,97076.044827
490.0,3477,97089.057535
1065.0,5661,97110.673675
605.0,3457,97123.850862
550.0,3173,97136.127628
1175.0,6556,97160.756744
600.0,3351,97173.103933
1185.0,7135,97200.278172
520.0,3627,97211.952645
545.0,2917,97220.926507
600.0,3553,97232.912252
745.0,3665,97243.652361
1140.0,5111,97287.641157
570.0,3731,97301.427295
805.0,3433,97311.321666
950.0,6912,97331.865575
735.0,3357,97449.151862
1375.0,7994,97472.29156
530.0,3424,98527.137796
820.0,5359,98544.404096
1175.0,5395,98559.85236
1170.0,5820,99554.700547
985.0,5423,99571.060005
520.0,3713,99582.321814
1175.0,6101,100542.052884
600.0,3981,100553.731527
605.0,3877,100564.79574
600.0,3991,100576.342498
750.0,2412,100583.166955
570.0,3486,100592.975141
1160.0,6559,100611.459792
1140.0,6945,100631.126654
605.0,3261,100640.2503
1130.0,6095,100657.350052
575.0,3221,100666.177617
730.0,3733,100676.49734
1140.0,6943,100698.243433
550.0,2881,100714.16236
1230.0,8501,100738.532927
1230.0,7633,100759.777751
600.0,3945,100770.650647
1010.0,6221,100788.142192
1375.0,6670,100806.906561
350.0,2433,100813.96457
940.0,5603,100829.768129
1405.0,6484,101849.193176
570.0,3137,101858.139319
730.0,3790,101869.570085
525.0,3586,101879.582952
605.0,3775,101890.149153
600.0,3052,101898.675463
605.0,3545,101908.560758
725.0,3342,102938.586554
545.0,3664,102949.436375
525.0,3093,102958.356263
600.0,3411,102968.278932
570.0,3535,102978.57172
570.0,3962,102989.563105
1100.0,5067,103003.713461
775.0,3973,103014.851499
470.0,2483,104085.675902
775.0,3926,104097.149286
770.0,3978,104108.431243
1295.0,6427,104127.37734
745.0,3593,104137.538821
515.0,3417,104146.999428
1130.0,6377,104164.875064
545.0,3923,104175.821208
1205.0,6283,104193.391078
575.0,3690,104203.634405
560.0,3710,104214.058764
575.0,3951,104224.948161
545.0,4278,104236.86233
555.0,2967,104245.112907
985.0,6011,104261.73562
745.0,3489,104271.343293
965.0,5497,104286.583366
585.0,2791,104468.693379
1215.0,4685,104483.069133
600.0,3995,104494.218726
425.0,3169,104503.081301
1405.0,7109,105443.027247
335.0,2412,105450.213525
1120.0,6697,105476.890104
545.0,3479,105486.747542
605.0,3421,105497.673723
1340.0,7201,106519.543326
1600.0,8691,106546.254416
1355.0,7135,106566.502929
1230.0,7159,106587.073535
575.0,3332,106596.32027
1300.0,7153,106616.270848
600.0,3943,106627.259561
500.0,3865,106637.983578
1375.0,7451,106658.565888
545.0,3475,106668.400799
895.0,5219,106682.828012
445.0,2829,106690.626814
1230.0,7905,106712.58901
800.0,4101,106724.600812
775.0,3792,106735.5374
965.0,5599,106751.245662
715.0,3217,106768.50849
750.0,3799,106779.085593
1030.0,6481,106797.791347
570.0,2814,106806.167317
580.0,4005,107735.632094
600.0,3837,107746.631664
600.0,3137,107755.587077
1200.0,6604,107774.610372
600.0,2925,108740.098637
495.0,3837,108750.928765
1105.0,5706,108767.175787
580.0,3673,108777.751774
920.0,5419,109793.820007
545.0,4069,109806.976498
1025.0,8109,109830.147879
1230.0,8259,109853.250879
580.0,2935,109861.475592
1405.0,7063,109881.07999
570.0,3224,110868.368694
1360.0,7661,110891.266337
530.0,3313,110900.913309
550.0,3709,110918.011591
1320.0,7059,111846.028331
1205.0,6334,111863.883397
575.0,3768,111875.406811
735.0,4723,111888.644469
1320.0,6481,112871.689987
545.0,3205,112881.116515
1165.0,6289,112899.387038
995.0,5441,112914.878726
550.0,2625,112922.36764
600.0,3881,112933.211724
210.0,1691,112938.040041
515.0,3361,112947.94207
870.0,6049,113906.551164
515.0,3413,113916.378616
460.0,3973,113927.46068
1530.0,7103,114878.891643
555.0,3799,114891.854503
800.0,3997,114903.550267
865.0,4189,114915.578012
1375.0,6306,114933.279904
555.0,3223,114942.542111
990.0,5219,114961.663289
1000.0,4279,114973.708059
745.0,3287,114982.877436
1090.0,7063,115002.834184
1230.0,8173,115026.126791
1215.0,6841,115046.535834
485.0,3297,115055.964141
945.0,5561,115072.325158
530.0,2923,115080.502224
750.0,3180,115089.472922
670.0,3569,115099.486872
1605.0,5946,115116.208196
605.0,4047,115127.678852
1150.0,7151,115147.699435
1230.0,6343,115165.525281
600.0,3329,115174.747271
1230.0,8641,115199.219656
1405.0,7123,115219.102096
545.0,3125,115227.88933
600.0,4667,115240.996633
225.0,1871,115252.167042
575.0,3493,115261.968212
690.0,3593,115272.092975
580.0,4037,115283.354496
600.0,5311,115298.052682
510.0,3601,115307.979103
1415.0,7635,115329.142967
690.0,4997,115342.87688
1170.0,7195,115362.815696
770.0,4489,115375.191228
345.0,2771,115382.832017
605.0,3387,115392.27914
530.0,3715,115402.558133
720.0,4585,115415.324012
515.0,3272,115425.122819
460.0,3505,115434.735464
510.0,4439,115446.98125
570.0,4401,115459.157275
1405.0,7093,115478.879282
470.0,3265,115487.90647
940.0,5121,115502.071324
740.0,3515,115511.668076
1180.0,7499,115538.507042
925.0,4863,115551.932546
500.0,2587,115559.040181
545.0,3939,115570.045073
770.0,4263,115581.807014
990.0,4993,115595.621596
545.0,3685,115605.886553
780.0,3383,115615.158673
770.0,3593,115625.016523
1230.0,7519,115645.770345
600.0,3361,115655.047967
1520.0,6625,115673.40061
1205.0,6363,115691.01232
570.0,3385,115700.353111
520.0,3239,115709.2088
1290.0,7047,115728.692128
570.0,3787,115739.136065
930.0,6076,115756.020071
1120.0,7049,115775.670717
375.0,2515,115783.307752
570.0,3804,115793.826256
300.0,2707,115801.237338
470.0,3571,115811.127853
575.0,3849,115829.639911
520.0,3232,115838.545014
600.0,4351,115850.514477
895.0,4115,115861.929695
545.0,3397,115871.292121
920.0,5886,115887.609462
1235.0,6899,115906.704253
1235.0,6489,115924.610549
1430.0,7415,115945.149794
520.0,3557,115954.901012
1140.0,6026,115971.650668
570.0,3019,115980.055486
545.0,3909,115990.968292
575.0,3479,116000.471492
1470.0,7361,116020.659527
515.0,3389,116029.878904
555.0,3250,116038.71213
1115.0,6165,116055.681651
600.0,3785,116066.172532
895.0,3965,116077.233552
600.0,3437,116086.982302
1095.0,6683,116112.891028
1405.0,7669,116134.495582
1145.0,6399,116153.338888
440.0,3255,116162.37931
1115.0,6765,116181.075216
570.0,3145,116189.706908
1175.0,6959,116208.882772
485.0,3105,116217.32136
575.0,4069,116228.461339
1300.0,8335,116251.237781
515.0,3460,116260.926089
880.0,7007,116280.061045
600.0,3815,116290.465253
1335.0,7167,116310.434832
935.0,6009,116327.178535
1045.0,6541,116345.253733
600.0,3565,116355.171407
550.0,2896,116363.165761
555.0,3782,116373.71104
570.0,3576,116383.815358
1175.0,6195,116406.424927
565.0,2199,116412.624782
395.0,3197,116421.656814
1400.0,6561,116440.146134
340.0,2449,116446.893004
775.0,3345,116456.098964
1175.0,6990,116475.348254
1235.0,6101,116492.216431
575.0,3855,116503.982725
1010.0,7029,116523.617583
680.0,4445,116536.01892
775.0,3161,116544.892797
1205.0,6417,116562.847817
415.0,2313,116569.329269
490.0,4003,116580.570655
605.0,3483,116590.684741
570.0,3263,116599.923192
570.0,3080,116608.653549
545.0,3205,116617.820293
1100.0,6719,116636.743554
540.0,3909,116647.820558
780.0,3899,116658.938225
555.0,3858,116670.17784
1175.0,7173,116698.484699
600.0,3563,116708.783757
1175.0,6659,116728.480444
390.0,2522,116735.89594
490.0,3415,116746.380487
715.0,4399,116759.861779
1125.0,6689,116780.07941
750.0,3088,116789.227032
600.0,3159,116798.59325
520.0,2987,116807.695495
1145.0,6431,116827.353327
575.0,4439,116840.568745
510.0,3441,116850.574491
1190.0,5264,116867.139631
545.0,2387,116874.170295
570.0,4053,116886.046368
475.0,3009,116895.066362
350.0,2597,116902.691805
545.0,3133,116911.991961
930.0,5490,116928.735293
1020.0,5627,116945.561001
570.0,3024,116954.505937
545.0,3389,116964.420105
980.0,5816,116981.523042
1205.0,7066,117011.050106
1040.0,5127,117026.23161
1040.0,6519,117046.772863
1080.0,6741,117066.805788
545.0,3922,117078.285332
1430.0,8269,117102.511326
1330.0,7695,117125.046486
545.0,3772,117136.285859
1030.0,5687,117153.482312
550.0,3743,117165.112345
745.0,3450,117175.720165
570.0,3535,117186.464036
485.0,2981,117195.562559
1590.0,8175,117221.293857
1295.0,6545,117241.604587
1095.0,6513,117261.06335
570.0,3567,117271.503977
1230.0,7591,117293.705168
600.0,2713,117308.883435
770.0,3168,117317.938533
995.0,5169,117332.816188
475.0,2961,117341.330967
1000.0,5305,117356.77903
605.0,3219,117366.12302
365.0,2616,117373.734132
715.0,3104,117382.820374
575.0,3144,117392.032721
525.0,3337,117401.75592
1000.0,6395,117420.566024
520.0,2901,117429.228373
775.0,3184,117438.903512
1315.0,6935,117460.418323
950.0,3152,117470.314418
1230.0,7095,117492.832879
1565.0,8049,117518.159452
810.0,3689,117529.602214
745.0,3536,117540.472902
525.0,2986,117549.667412
580.0,3290,117559.767727
510.0,4315,117572.997534
1580.0,5495,117591.40852
1230.0,6097,117610.190924
720.0,3093,117626.416884
555.0,2981,117635.418682
610.0,3781,117646.817065
540.0,3450,117657.120098
780.0,3366,117667.07028
1185.0,7156,117688.306857
1570.0,7618,117710.884052
1205.0,6890,117731.434266
540.0,2931,117740.146127
1775.0,6147,117758.634952
540.0,2796,117766.908518
525.0,3262,117776.649125
895.0,5473,117793.072089
1000.0,3751,117804.297189
1530.0,6295,117823.314702
1000.0,3109,117833.065584
460.0,3961,117845.097584
1300.0,6269,117864.386351
1865.0,10017,117895.107522
1160.0,5989,117913.353189
1120.0,5583,117935.215186
960.0,6351,117955.779048
575.0,3357,117965.829513
575.0,4103,117978.119454
540.0,3530,117988.679583
1410.0,7361,118010.810434
570.0,3298,118020.839301
1380.0,5987,118039.807
715.0,3819,118051.359275
1185.0,6056,118070.137162
520.0,3243,118079.945559
615.0,2509,118087.463001
1375.0,7433,118110.468248
570.0,3130,118120.111887
1015.0,5443,118136.663855
970.0,5373,118153.34008
1160.0,5932,118171.316084
1205.0,7571,118194.240393
545.0,2903,118202.944686
955.0,5223,118218.808975
1375.0,6824,118245.761199
750.0,2647,118253.636289
545.0,3473,118263.93959
1400.0,8668,118289.852621
1145.0,5619,118307.901049
600.0,3505,118318.428632
355.0,2488,118325.774362
1010.0,5783,118342.984339
575.0,3425,118353.304675
570.0,3355,118363.522118
600.0,3037,118372.572745
510.0,3067,118381.630091
385.0,2611,118389.537287
940.0,5797,118406.930808
1230.0,6083,118425.247943
495.0,2929,118433.970772
470.0,2935,118442.605706
1180.0,6781,118462.25972
990.0,6095,118482.533243
1100.0,6483,118501.908138
540.0,3299,118511.322768
570.0,4214,118523.29882
800.0,3657,118533.981497
800.0,4069,118549.760422
520.0,3079,118558.641068
495.0,3607,118570.489894
1230.0,7673,118595.270238
545.0,3486,118606.17483
545.0,3927,118618.265797
1175.0,6917,118639.533728
1430.0,6895,118661.234991
800.0,3605,118674.180977
770.0,3955,118685.979936
1205.0,6924,118706.494349
575.0,4201,118718.874594
540.0,3297,119644.683161
905.0,5935,119662.478708
495.0,3705,119673.462417
600.0,3041,119682.277334
385.0,2485,119689.430547
465.0,2907,120653.067225
1100.0,6503,120671.939259
500.0,3185,120681.10806
470.0,2929,120689.740545
575.0,3296,121722.452532
545.0,3541,121733.656061
935.0,5905,121757.835682
1520.0,8596,121782.682347
1155.0,4985,121797.338082
600.0,3435,121807.224051
600.0,4175,121819.234742
1175.0,8379,121844.260531
1155.0,6382,122267.48089
600.0,3989,122278.884745
545.0,3894,122290.352783
545.0,3434,122300.152605
1115.0,6019,122318.819635
600.0,3641,122329.190378
1230.0,6317,122347.249636
600.0,2933,122355.559459
545.0,3329,122365.088488
745.0,3749,122375.801565
600.0,4015,122387.18548
490.0,3989,122398.562064
495.0,3633,122408.943036
515.0,3371,122418.58337
545.0,3875,122429.640948
1150.0,6645,122448.664283
570.0,3690,122465.663028
515.0,3040,122474.386806
1205.0,7713,122497.20366
510.0,3147,122506.148981
1185.0,5270,122521.207092
1570.0,6215,122538.940981
545.0,4089,122550.619321
525.0,3490,122560.53827
530.0,4825,122574.364774
550.0,2583,122581.702915
570.0,3393,122591.423798
1375.0,7047,122611.579194
745.0,3581,122621.717584
1175.0,6787,122641.206003
480.0,2897,122649.452856
570.0,3689,122659.858604
1035.0,6487,122678.468534
545.0,3510,122688.360072
2080.0,11410,122721.072676
1175.0,6174,122738.63458
545.0,3294,122756.435127
540.0,3669,122766.830771
545.0,3422,122776.518988
570.0,3353,122786.011934
475.0,2961,122794.44925
1230.0,6281,122812.460381
775.0,3867,122823.46504
545.0,3194,122832.545254
770.0,3796,122843.236981
1330.0,7419,122865.169285
1110.0,6093,122882.545766
1825.0,9287,122909.268725
690.0,3653,122919.624608
570.0,3706,122930.163689
600.0,3817,122941.001903
385.0,2635,122948.436105
600.0,3261,122957.661116
575.0,3358,122967.274248
555.0,3459,122977.131237
530.0,3585,122987.394901
985.0,5569,123003.38432
1205.0,6586,123022.182128
545.0,3009,123030.702499
520.0,3499,123040.724393
540.0,2803,123056.715568
1355.0,7203,123077.271624
490.0,3121,123086.11933
600.0,3143,123095.1028
515.0,3474,123105.06854
1080.0,7699,123127.078056
580.0,3045,123135.740096
745.0,4220,123147.766628
545.0,4128,123159.707091
545.0,3506,123169.611726
540.0,3801,123180.418728
605.0,3857,123191.467613
1575.0,7555,123213.067618
1110.0,6345,123231.853832
500.0,2769,123239.720559
1070.0,6703,123258.863072
770.0,3137,123267.796864
920.0,5979,123284.818315
1155.0,6127,123302.372076
1405.0,7655,123324.099794
1120.0,6467,123350.549213
600.0,2625,123358.205528
1145.0,6226,123375.923667
600.0,3457,123385.63359
1375.0,7901,123407.898932
1455.0,7071,123427.53139
780.0,3657,123437.600406
575.0,4273,123449.75074
440.0,3633,123460.059751
570.0,4496,123472.937028
570.0,3429,123482.771996
445.0,2835,123490.903359
570.0,3052,123499.711571
1000.0,5617,123515.868081
600.0,2757,123523.710226
795.0,5453,123539.18394
775.0,3754,123549.673478
580.0,3559,123559.587432
805.0,2965,123567.89713
550.0,3614,123579.231565
570.0,4600,123592.208277
515.0,3137,123601.063285
1230.0,6099,123618.166132
600.0,3445,123627.708511
545.0,3174,123645.402728
1010.0,5759,123661.790498
555.0,3221,123670.771784
605.0,4571,123683.448159
745.0,3388,123693.681195
545.0,4396,123706.333203
1150.0,6222,123723.724314
520.0,3525,123733.514856
600.0,3129,123742.301349
1100.0,5475,123757.83793
1235.0,6103,123774.982083
515.0,2870,123783.26468
545.0,3578,123793.454482
805.0,3801,123804.216785
1145.0,6537,123822.876278
805.0,4181,123834.645928
1060.0,6509,123852.910459
1405.0,6668,123871.36388
340.0,2881,123879.499908
1380.0,8491,123902.935796
800.0,3733,123913.285292
545.0,3785,123923.719329
605.0,3209,123941.997586
1205.0,8712,123966.026492
1325.0,7083,123985.925381
570.0,3221,123994.973917
580.0,3166,124004.002076
545.0,4242,124016.053326
720.0,3713,124026.714782
1375.0,6537,124045.658184
460.0,3631,124056.520002
575.0,3287,124066.363823
645.0,2913,124074.741257
325.0,2401,124081.47906
405.0,2601,124088.812224
570.0,3116,124097.481217
755.0,4234,124109.283774
525.0,2358,124115.842882
600.0,4383,124127.943945
575.0,3749,124138.421135
910.0,2977,124146.706045
1335.0,7391,124167.240316
1235.0,7031,124187.395113
1375.0,7917,124210.049862
1430.0,6413,124236.138101
1375.0,7923,124258.767155
1230.0,6565,124277.3938
545.0,2931,124285.729745
1230.0,6873,124306.47288
500.0,3463,124316.239092
540.0,3002,124324.730233
1550.0,7533,124346.017801
540.0,2839,124354.172113
885.0,3637,124364.312383
570.0,3815,124374.89653
1150.0,6289,124392.432663
1200.0,6453,124410.575816
1300.0,7347,124431.379959
570.0,3242,124440.669113
1980.0,9481,124468.048909
1565.0,8661,124493.159696
1395.0,6159,124511.157044
1115.0,6015,124536.002386
540.0,3109,124545.151256
575.0,3301,124555.055309
600.0,3735,124566.027979
570.0,3436,124576.181266
800.0,4255,124588.798937
545.0,4125,124600.9016
600.0,3659,124611.509357
1170.0,6418,124630.008866
585.0,3009,124638.671237
1910.0,10055,124668.573898
970.0,3303,124678.095502
550.0,2789,124686.135783
490.0,3265,124695.44588
1205.0,6081,124712.909525
525.0,2720,124720.640436
945.0,3401,124730.56849
600.0,3753,124741.426785
1175.0,6693,124760.586302
745.0,3293,124770.159252
575.0,4265,124782.619956
545.0,2782,124790.834891
600.0,3697,124801.812474
575.0,3349,124811.732293
885.0,5861,124835.815012
1430.0,6771,124856.008372
575.0,3317,124865.785083
1170.0,6709,124885.542053
600.0,3617,124896.170706
1230.0,6589,124915.559327
1190.0,6115,124933.496053
740.0,3757,124944.729675
1375.0,6427,124963.857939
570.0,2810,124972.077625
605.0,3729,124982.969517
435.0,2991,124991.785839
515.0,2784,124999.852687
1265.0,7313,125022.593474
1205.0,7420,125044.436377
570.0,3519,125054.746964
1205.0,7419,125076.725353
655.0,3023,125085.55059
600.0,3779,125096.541323
570.0,3379,125106.331596
550.0,3322,125115.804823
470.0,3451,125132.123061
1175.0,6787,125151.482933
540.0,3411,125161.262357
545.0,3811,125172.196204
1205.0,8871,125198.764335
540.0,3473,125209.265592
975.0,3779,125220.911592
755.0,3484,125231.94709
555.0,2812,125240.629992
690.0,3923,125252.708893
1435.0,6503,125272.82143
1150.0,5415,125289.76997
1400.0,8179,125315.021688
570.0,3657,125326.157191
1395.0,8101,125350.758557
545.0,3432,125361.052753
1175.0,6734,125382.673697
525.0,3396,125392.791953
475.0,3893,125404.799552
1220.0,7042,125426.24794
570.0,3701,125444.84268
570.0,3529,125455.741915
1150.0,7284,125477.922173
570.0,2825,125487.617978
260.0,2583,125495.985511
1320.0,6771,125517.461549
1145.0,6511,125537.790177
725.0,3415,125548.233369
575.0,3090,125557.80297
515.0,3051,125567.105859
770.0,2715,125575.413454
775.0,3715,125586.978856
575.0,3084,125596.169829
970.0,3820,125607.914395
490.0,3417,125618.317707
575.0,4034,125630.561681
1430.0,8099,125655.313956
310.0,2527,125662.920181
1200.0,6999,125684.421501
570.0,3814,125695.888871
570.0,2853,125704.339131
525.0,3179,125713.465221
570.0,2825,125721.687443
1100.0,7851,125745.779037
485.0,2907,125761.156396
545.0,3722,125771.482253
800.0,4121,125783.140642
475.0,3361,125792.785118
1300.0,7773,125814.996994
575.0,3621,125825.274695
600.0,2817,125833.339818
550.0,3563,125843.477894
305.0,2859,125854.278242
1090.0,6667,125874.368661
600.0,3509,125884.610174
1060.0,5403,125900.142282
1435.0,6753,125919.689222
1635.0,5691,125936.013294
335.0,2419,125942.958389
1230.0,6309,125961.241236
285.0,2305,125967.929158
600.0,3647,125978.634843
965.0,5667,125996.288091
545.0,3673,126006.770898
550.0,3193,126015.971052
360.0,3361,126994.818329
445.0,2988,127003.274515
570.0,4549,127016.886891
625.0,3450,127034.565173
570.0,3045,127136.633626
1175.0,7727,127158.688004
575.0,3006,127168.431789
715.0,3951,127179.444941
1180.0,6843,128133.137701
545.0,3059,128141.904206
645.0,5285,128156.879103
775.0,2433,128163.854228
1175.0,7447,128186.211485
465.0,3333,128195.882416
1145.0,6139,128213.480687
775.0,2881,128221.683019
570.0,3449,129222.033976
600.0,4723,129235.759927
905.0,5424,129251.091802
570.0,2882,129259.387781
550.0,4001,130214.694913
1315.0,6615,130234.187987
1380.0,8253,130257.510837
1005.0,6567,130276.036288
600.0,4271,130294.559774
390.0,2412,131314.369058
540.0,3931,131325.276466
525.0,3581,131335.681693
360.0,2463,131342.957118
570.0,3201,131352.145931
1780.0,10589,131382.545186
1245.0,6227,131401.800911
480.0,2753,131409.719842
515.0,4069,132374.734172
570.0,2455,132381.815203
1295.0,6625,132400.863012
1380.0,7327,132509.196666
550.0,4651,132522.379666
1260.0,6085,132540.056942
1000.0,5721,132556.357979
805.0,4453,132664.186683
570.0,3280,132673.959647
570.0,3436,132684.430344
800.0,3605,132694.799358
575.0,3194,132985.387168
570.0,3684,132996.248962
1075.0,6249,133018.828718
570.0,4241,133155.854884
670.0,3723,133166.681036
915.0,5574,133182.713483
570.0,3014,133191.269767
775.0,3429,133620.522922
1080.0,6345,133638.591893
570.0,2953,133647.208992
500.0,2689,133654.907872
745.0,3612,134577.335647
1375.0,6237,134596.21121
520.0,3883,134607.314568
720.0,3093,134616.271803
630.0,2303,134623.998659
1145.0,6845,134643.618834
1140.0,6529,134663.052285
600.0,3229,134672.4648
570.0,2945,135348.624864
1120.0,7391,135369.951044
510.0,3987,135381.523907
670.0,3607,135391.889799
1375.0,7256,135624.250084
520.0,3521,135634.408285
710.0,4561,135661.895439
1205.0,7103,135692.970271
540.0,3386,135705.829771
250.0,2755,135716.010579
1435.0,7409,135743.53224
1310.0,7105,135771.60806
600.0,2533,135782.480724
1175.0,6581,135809.551459
600.0,3849,135823.063653
540.0,4165,135837.683602
580.0,3634,135850.426547
1150.0,7045,135876.378314
600.0,3253,135887.883881
545.0,3686,135901.192909
570.0,2974,135911.674547
1375.0,7633,135939.710942
560.0,4221,135954.696003
690.0,3457,135966.825125
1430.0,7115,135992.164617
925.0,5560,136012.259878
575.0,3417,136024.262269
930.0,6531,136054.717127
570.0,2945,136064.969576
780.0,3678,136078.0769
1070.0,7261,136103.879653
540.0,3168,136115.638668
490.0,3137,136127.019908
1100.0,6189,136148.964948
695.0,3415,136161.28203
415.0,2945,136171.587204
545.0,2640,136180.839925
1485.0,6885,136205.002694
1405.0,8111,136235.390652
1310.0,7137,136260.437909
970.0,3948,136274.078035
