#{"t_start": 1751064068.588806, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
290.0,2839,14784.138668
715.0,5428,14799.283885
330.0,2899,14807.670012
310.0,3273,14817.098349
600.0,4027,14828.784813
320.0,2689,14836.630469
910.0,4591,14849.866548
90.0,1559,14854.31055
475.0,3010,14863.014699
400.0,2821,14871.113137
265.0,3309,14884.878505
535.0,2753,14892.508219
290.0,3377,14901.999363
270.0,3188,14910.997421
350.0,3215,14919.818349
365.0,3591,14929.720787
335.0,2621,14937.261741
390.0,2603,14944.430495
275.0,2988,14952.687371
310.0,2497,14959.535454
260.0,2497,14966.330084
360.0,2241,14972.484384
420.0,2604,14979.558994
245.0,2929,14987.41527
310.0,2683,14994.718036
305.0,3124,15004.397593
390.0,2739,15011.874418
650.0,3265,15020.77117
310.0,2905,15028.756919
505.0,3223,15037.679101
790.0,2412,15044.438364
340.0,2593,15051.644331
525.0,3087,15060.346509
475.0,2860,15068.341655
340.0,3587,15078.428723
590.0,2455,15085.397847
340.0,3291,15094.752974
375.0,2729,15102.545567
935.0,4769,15116.111816
300.0,2893,15124.272163
365.0,2959,15132.687609
750.0,4129,15144.528043
430.0,3242,15153.898111
435.0,2551,15161.352209
360.0,2617,15173.460036
310.0,2924,15181.910836
490.0,3931,15193.180742
410.0,3071,15201.816913
385.0,2837,15210.005798
645.0,3593,15220.185536
280.0,3423,15229.990448
395.0,2333,15237.905986
570.0,4559,15250.581325
380.0,3086,15259.157057
665.0,4027,15270.439193
245.0,4269,15282.531699
330.0,2775,15290.463381
1005.0,4163,15302.461923
685.0,4449,15315.06866
280.0,2678,15322.651896
440.0,5091,15337.088734
255.0,2829,15345.032379
295.0,2241,15351.33562
560.0,2698,15361.363982
395.0,3436,15371.089001
420.0,2759,15378.967061
410.0,3270,15388.196324
565.0,3028,15396.725701
440.0,4333,15409.086731
340.0,3521,15419.00657
735.0,3857,15429.988486
395.0,3935,15441.267121
405.0,3284,15450.779901
340.0,3165,15460.073645
330.0,3731,15477.302007
280.0,2676,15485.838822
330.0,3054,15495.179082
285.0,2925,15504.322314
270.0,3299,15514.322611
310.0,3114,15523.507349
865.0,7329,15547.294177
775.0,4565,15560.416944
345.0,3417,15570.166489
580.0,4927,15585.115062
275.0,3600,15595.854348
295.0,3566,15606.351959
415.0,3439,15616.472472
625.0,3735,15627.543771
775.0,5655,15644.308866
780.0,6567,15663.702665
600.0,4451,15676.682009
1145.0,6465,15695.884922
450.0,4051,15707.937574
780.0,4264,15722.119292
610.0,3957,15734.03298
300.0,2805,15742.511222
435.0,2476,15750.016873
355.0,2584,15757.887798
600.0,4485,15771.395285
875.0,5891,15795.01719
375.0,2497,15802.571043
300.0,3350,15812.767332
465.0,2497,15820.324069
300.0,2881,15829.06662
350.0,3643,15840.277722
460.0,3607,15851.084874
515.0,4639,15865.023434
355.0,2755,15873.274726
395.0,2391,15880.446338
250.0,2583,15888.263697
1160.0,6443,15907.737973
515.0,3097,15916.995343
545.0,4255,15929.800275
505.0,2241,15936.516356
555.0,2782,15944.814511
435.0,3977,15956.79478
305.0,2476,15964.214742
550.0,3146,15973.661668
250.0,2531,15981.14805
340.0,2947,15989.956635
315.0,2455,15997.325035
715.0,3477,16007.784243
540.0,3095,16017.175579
310.0,2431,16024.483826
405.0,2426,16031.701808
370.0,2284,16038.551059
385.0,2851,16047.028551
415.0,3012,16056.073552
715.0,5009,16071.151538
350.0,2220,16079.21408
455.0,4097,16096.150867
435.0,3031,16105.22033
655.0,3953,16117.167917
290.0,2488,16124.580978
490.0,2809,16132.967982
385.0,3570,16143.767646
595.0,4226,16156.396081
335.0,2455,16163.934493
350.0,3123,16173.263213
420.0,3971,16185.111056
725.0,3709,16196.319731
450.0,4195,16208.973547
365.0,2595,16216.789396
435.0,3777,16228.291322
400.0,3628,16239.225265
295.0,2668,16247.290707
565.0,4395,16260.638245
450.0,2999,16269.717673
325.0,2949,16278.47144
410.0,2686,16286.779248
590.0,3137,16296.237304
800.0,4089,16308.448643
580.0,3263,16318.405059
400.0,2871,16327.061472
470.0,4449,16340.349191
540.0,4310,16353.325529
400.0,2476,16360.799536
435.0,3171,16370.192355
410.0,3223,16380.399708
495.0,3409,16390.519307
930.0,5063,16411.703657
330.0,3200,16421.192347
345.0,2453,16428.459431
340.0,2497,16435.896821
525.0,3619,16447.629558
545.0,3957,16459.145517
410.0,4509,16472.231331
635.0,4587,16485.528973
165.0,2759,16493.385534
630.0,4315,16505.909063
530.0,2977,16514.476096
520.0,4069,16526.266927
1005.0,5419,16542.094768
555.0,4244,16554.43705
525.0,3935,16565.939753
310.0,2615,16573.541333
445.0,3805,16584.651213
555.0,4026,16596.497508
545.0,3686,16607.210284
440.0,3533,16617.606919
745.0,3895,16628.994682
525.0,3571,16639.400331
545.0,4039,16651.188248
600.0,4535,16664.398489
540.0,3685,16675.393359
500.0,3151,16684.668636
330.0,3487,16695.020632
610.0,3511,16711.124098
695.0,4159,16723.794252
470.0,3425,16734.256614
535.0,3789,16745.877426
935.0,6467,16766.063836
450.0,3511,16776.804267
480.0,3895,16788.647755
745.0,3806,16801.621874
495.0,3673,16812.93581
280.0,2021,16818.999508
805.0,4013,16831.150659
550.0,4809,16845.653947
35.0,1123,16849.060727
740.0,4864,16863.870672
430.0,3337,16873.860494
775.0,4132,16886.204169
555.0,3693,16897.351111
520.0,4301,16910.186561
745.0,5403,16926.263701
600.0,4453,16939.254522
815.0,5953,16956.571715
350.0,2391,16963.485672
745.0,5290,16978.847335
270.0,2463,16985.900171
670.0,5179,17000.781891
210.0,1909,17006.302154
420.0,3109,17021.641883
660.0,4107,17033.53854
490.0,4105,17045.581167
770.0,4385,17058.379654
300.0,3071,17067.253325
500.0,4119,17079.351985
555.0,3869,17090.811146
475.0,3501,17101.356171
370.0,2673,17109.399775
350.0,2847,17117.978908
270.0,3031,17127.358624
415.0,2977,17136.523039
610.0,2559,17144.962966
720.0,5635,17163.807783
330.0,2757,17172.218981
545.0,3763,17183.953348
575.0,5717,17202.429055
600.0,5051,17217.85748
570.0,4698,17232.037804
345.0,3900,17243.698026
490.0,6035,17261.742548
340.0,3437,17272.316179
290.0,2097,17278.618822
600.0,5301,17295.072437
800.0,5085,17311.701821
685.0,5583,17337.428767
705.0,3185,17347.630357
1005.0,6039,17366.752851
545.0,4144,17379.582241
575.0,3514,17390.570842
575.0,3706,17401.919726
395.0,2765,17410.254016
720.0,6501,17429.699202
715.0,4125,17442.097955
930.0,3575,18441.17923
775.0,4422,18454.827788
520.0,3872,18466.606288
490.0,3565,18477.268549
575.0,4062,18488.840052
520.0,4786,18502.615574
580.0,3085,19431.178128
605.0,4119,19443.329506
770.0,4494,19456.401407
525.0,3499,19466.463085
580.0,4849,20474.474419
480.0,3893,20485.721914
600.0,4205,20497.915776
265.0,2815,20506.030121
665.0,4121,21423.303689
450.0,3004,21432.373876
775.0,4953,21453.078341
335.0,3069,21462.000413
655.0,3727,22376.62299
600.0,4447,22389.79475
600.0,4833,22404.430675
655.0,3491,22414.697742
530.0,3270,22424.245564
500.0,3821,22435.242858
590.0,3367,22445.027976
680.0,4333,23476.170029
180.0,2883,23484.739566
545.0,4150,23496.667637
600.0,3859,23507.700325
480.0,4511,23520.933832
510.0,2744,24582.207163
680.0,3509,24592.619516
525.0,4331,24605.376968
960.0,5887,24622.073716
545.0,3867,24633.079537
485.0,3945,24644.215919
730.0,4633,24658.735195
935.0,4719,24672.040706
1005.0,5857,24688.616041
710.0,6481,24706.877588
570.0,3557,25741.998214
390.0,2957,25750.367188
690.0,3655,25760.784708
830.0,4199,25772.953601
545.0,4633,25786.127004
570.0,3422,25796.345174
410.0,3095,25805.129754
390.0,2735,25812.797634
445.0,4383,25825.284938
690.0,3961,26753.245698
550.0,4301,26765.610378
1305.0,7169,26786.961779
345.0,2775,26794.934616
440.0,3959,26806.058888
540.0,3812,26816.903725
330.0,3072,26825.708392
465.0,3587,26835.905592
370.0,2621,27884.689436
385.0,3052,27893.720276
800.0,5105,27909.254926
435.0,4953,27923.927831
565.0,4138,27936.296556
290.0,2519,27943.692186
600.0,3957,27955.224015
405.0,3013,27964.113937
315.0,2711,27971.901229
330.0,3481,27982.171571
725.0,4214,28945.388285
640.0,3891,28956.838121
1225.0,6619,28976.157493
320.0,2641,30019.283941
345.0,3096,30028.547956
710.0,3469,30038.604448
555.0,3149,30047.989141
550.0,3372,30057.834414
720.0,4541,30071.100223
555.0,3536,30081.737253
575.0,4449,30094.765741
630.0,3287,30104.600949
495.0,4257,30117.60455
630.0,3948,30129.516162
700.0,3757,31092.430111
800.0,4521,31107.126329
395.0,3355,31117.072672
600.0,4675,31130.647524
650.0,3975,31142.112535
710.0,3771,31153.018367
325.0,3699,31163.751849
1000.0,4105,31175.63911
445.0,4385,32178.640354
545.0,3941,32190.295842
800.0,4137,32202.601235
630.0,4463,32215.462244
1180.0,7786,33242.550111
515.0,2220,33249.060789
670.0,3863,33260.307315
350.0,2988,33270.073913
1070.0,7119,33505.781718
740.0,4619,33519.233666
505.0,3634,33529.936196
600.0,3909,33541.427033
600.0,4927,33555.577644
380.0,2284,33562.137503
715.0,3583,33572.353746
575.0,4903,33586.408456
1245.0,6873,33606.081483
810.0,4519,33618.946938
785.0,5933,33635.862975
565.0,3073,33644.664934
800.0,4311,33656.980687
480.0,3543,33667.727083
605.0,4433,33680.344229
800.0,4679,33693.752424
665.0,3865,33704.808664
475.0,3303,33714.269266
1130.0,8261,33745.686368
710.0,3603,33755.871518
340.0,3488,33765.848477
1195.0,8955,33791.627508
570.0,4240,33803.720351
515.0,3446,33813.783037
555.0,3812,33824.591907
600.0,3935,33836.565801
975.0,4757,33850.247458
535.0,4385,33862.802554
600.0,4429,33875.482244
510.0,3571,33885.824338
800.0,3761,33896.679694
295.0,2604,33904.141349
500.0,4637,33917.389699
880.0,4857,33931.232281
600.0,3283,33940.56644
605.0,4147,33952.439221
595.0,3187,33961.667618
490.0,3275,33970.939283
745.0,3885,33981.992388
605.0,4215,33994.105502
465.0,4007,34005.524858
600.0,4501,34019.252113
900.0,6263,34043.564064
600.0,4147,34055.518836
475.0,4065,34067.173601
800.0,3789,34078.133168
525.0,2617,34085.623735
1275.0,6893,34105.384574
520.0,4201,34117.322192
250.0,2225,34123.631017
575.0,4165,34135.608602
315.0,3555,34145.778042
600.0,3613,34156.11759
580.0,3361,34165.657313
810.0,3669,34176.219283
600.0,4069,34187.866624
485.0,2913,34196.383712
685.0,3815,34207.406789
1295.0,7151,34227.932345
465.0,3329,34237.388809
625.0,3065,34246.156295
540.0,3973,34257.513244
800.0,3681,34268.031208
665.0,5293,34283.22186
575.0,3564,34293.486299
520.0,3093,34302.344384
755.0,4377,34314.88805
955.0,6153,34340.220598
400.0,2979,34348.666135
390.0,3295,34358.06109
680.0,4327,34370.448557
505.0,3805,34382.022056
930.0,6415,34400.516473
445.0,3581,34410.730315
635.0,4009,34422.225454
385.0,2583,34429.626242
800.0,4501,34442.71699
350.0,3853,34453.782523
695.0,4315,34466.227178
490.0,3425,34476.085411
525.0,4091,34487.884177
730.0,3989,34499.412777
600.0,3741,34510.081476
115.0,1491,34514.281543
600.0,4453,34527.103492
960.0,5389,34542.583387
555.0,3899,34553.832174
600.0,4361,34566.466406
635.0,3991,34577.973081
775.0,4417,34590.768264
605.0,3953,34602.116547
585.0,4174,34614.154087
800.0,4421,34633.819178
605.0,3925,34645.140855
840.0,6605,34664.215961
495.0,4211,34676.403602
555.0,3578,34687.306309
625.0,4161,34699.34827
1300.0,7099,34719.838527
970.0,6303,34738.332834
1095.0,6325,34757.702752
580.0,3862,34768.956756
770.0,4097,34780.742313
520.0,3717,34791.34499
600.0,4145,34803.323591
600.0,4159,34815.208015
690.0,4379,34827.707246
600.0,4021,34839.349172
770.0,4184,34851.318525
520.0,4331,34864.215026
385.0,2891,34872.441654
525.0,3935,34883.734776
510.0,3505,34893.838081
775.0,4403,34906.441121
1475.0,8377,34939.547245
610.0,3643,34949.943213
600.0,4151,34961.849005
800.0,4659,34975.14918
480.0,4111,34987.057576
975.0,5504,35002.889655
600.0,3965,35014.279101
515.0,3825,35025.227792
555.0,4190,35037.410668
780.0,3913,35048.720799
570.0,5033,35063.253851
600.0,3883,35074.353735
605.0,2555,35081.645521
600.0,4347,35094.02541
765.0,6223,35111.91963
630.0,3039,35120.583612
775.0,3898,35131.878308
770.0,3663,35142.326444
1365.0,6867,35161.96024
630.0,4595,35175.121602
680.0,3729,35185.853327
495.0,3331,35195.423081
715.0,5367,35211.226569
575.0,3732,35227.426517
920.0,4491,35240.348716
690.0,5257,35255.385134
1035.0,4829,35269.329252
575.0,4894,35284.081673
600.0,5021,35298.55142
610.0,4133,35310.373199
945.0,5741,35326.852642
580.0,3168,35336.19381
1175.0,7969,35359.011676
920.0,6393,35377.174727
575.0,4061,35388.810079
755.0,6249,35406.792062
575.0,3923,35417.994696
605.0,4261,35430.045576
985.0,6451,35448.532619
870.0,4811,35462.398927
775.0,4291,35474.606604
965.0,6041,35492.023785
600.0,3993,35503.426058
445.0,4305,35515.819068
575.0,4126,35534.990434
1000.0,3815,35545.838412
985.0,6266,35563.81763
800.0,3577,35574.140933
350.0,2859,35582.314337
600.0,3597,35592.56326
585.0,3934,35604.13311
375.0,3329,35613.695233
205.0,2533,35620.851197
800.0,5051,35635.210338
575.0,4085,35647.731766
600.0,4521,35660.537167
600.0,4437,35673.115234
555.0,4567,35686.104223
575.0,4480,35698.811231
570.0,3475,35708.655186
1045.0,6005,35725.656856
790.0,5843,35742.178186
160.0,2853,35750.197394
515.0,4177,35761.951065
520.0,5222,35776.864829
1090.0,5991,35793.991835
335.0,3015,35802.469981
575.0,4319,35822.335746
560.0,3216,35831.387697
1295.0,7203,35851.910004
605.0,3625,35862.12479
600.0,4013,35873.816357
570.0,3799,35884.820281
545.0,3672,35895.297798
1160.0,6941,35915.026351
600.0,4715,35928.36795
725.0,4247,35940.419077
275.0,1959,35945.894619
800.0,4727,35959.261662
545.0,3329,35968.626668
1055.0,6565,35987.201479
580.0,3216,35996.487682
600.0,4429,36009.688763
425.0,3971,36020.984528
575.0,3836,36031.813691
400.0,2791,36039.757301
545.0,3841,36050.602147
725.0,3717,36061.199609
540.0,4181,36073.009645
800.0,4567,36085.913565
600.0,4565,36098.8037
570.0,4275,36116.551776
680.0,3969,36127.790526
600.0,4121,36139.534468
515.0,4121,36151.120554
550.0,3086,36159.782034
345.0,2471,36166.724535
1460.0,7971,36189.678241
455.0,3647,36199.944416
800.0,4001,36211.286008
575.0,5063,36225.627197
580.0,3820,36236.546192
570.0,4365,36248.904745
440.0,3745,36259.488477
545.0,4063,36270.954804
605.0,4227,36282.827808
1305.0,7543,36304.458807
545.0,3518,36314.375823
1155.0,6806,36333.720605
690.0,3793,36344.731097
355.0,2705,36352.629656
600.0,4083,36365.268682
545.0,3849,36376.397412
665.0,4465,36389.226103
660.0,4097,36400.8731
700.0,3473,36416.175501
540.0,3322,36425.636027
570.0,3191,36434.596508
975.0,4596,36447.708443
535.0,3371,36457.293017
945.0,5549,36473.612982
600.0,3871,36484.600393
750.0,3415,36494.359398
710.0,3849,36505.17574
785.0,4837,36518.851722
490.0,4001,36530.363317
1025.0,7208,36550.983252
1490.0,8495,36575.042314
580.0,4203,36586.903735
575.0,4335,36599.109683
545.0,3523,36609.116289
600.0,3417,36618.801707
605.0,3639,36629.059599
575.0,3045,36637.683328
870.0,3249,36646.822719
600.0,3795,36657.581887
555.0,4191,36669.570705
875.0,3089,36678.294303
690.0,3701,36688.808686
1215.0,6589,36712.395089
570.0,4609,36726.261745
740.0,3543,36736.36588
575.0,4451,36748.983545
450.0,2745,36756.762413
975.0,5743,36773.042145
540.0,3959,36784.24336
800.0,4563,36797.072308
540.0,3564,36807.203371
545.0,4344,36819.424736
935.0,5269,36834.335926
1635.0,7635,36856.09154
570.0,4025,36867.432511
690.0,3087,36876.144685
415.0,2381,36882.842832
625.0,2387,36889.550486
560.0,4511,36902.332219
540.0,3877,36913.323332
395.0,3495,36923.244346
605.0,4037,36934.680885
725.0,3349,36944.130685
750.0,3607,36954.353579
1325.0,6783,36973.664861
600.0,4057,36991.036615
440.0,3455,37000.802026
255.0,2643,37008.208249
600.0,4433,37020.844137
600.0,3467,37030.654212
570.0,4446,37043.292886
545.0,3984,37054.59198
605.0,4485,37067.346021
720.0,3887,37079.147256
680.0,3307,37088.499914
605.0,3649,37098.818557
290.0,2681,37106.37828
600.0,4137,37118.16523
515.0,3232,37127.423025
520.0,3424,37137.186631
495.0,3387,37146.811016
420.0,3265,38162.179714
430.0,3009,38170.796185
775.0,3921,38182.018252
1205.0,8102,38205.273974
975.0,4642,38218.322086
575.0,3912,38229.321814
600.0,4375,38241.651592
435.0,3244,38250.859159
695.0,4097,38262.603748
605.0,4563,38276.219083
510.0,3967,38293.798625
775.0,4216,38305.70568
600.0,3841,38316.572122
545.0,3777,38327.226573
575.0,4449,38339.969728
805.0,3835,38350.787129
700.0,4565,38363.649791
405.0,3272,38372.870028
605.0,4199,38384.781259
600.0,4617,38397.936288
535.0,4487,38410.627049
600.0,3989,38421.972431
540.0,4819,38435.581578
605.0,3567,38447.707823
800.0,4715,38461.128626
1270.0,7399,38482.136761
545.0,3600,38492.296239
600.0,4313,38504.543074
1105.0,5885,38521.611437
600.0,4393,38534.175565
715.0,4747,38547.662899
255.0,2464,38554.638715
580.0,3411,38564.322359
1050.0,6679,38588.756272
580.0,3365,38598.403551
600.0,3599,38608.570074
775.0,4702,38621.853691
835.0,6195,38640.100142
550.0,3596,38650.284285
800.0,4041,38661.683552
1130.0,6539,38679.992219
445.0,3527,38689.904629
600.0,3489,38699.732399
545.0,3947,38710.697053
800.0,3921,38721.917052
715.0,3349,38731.639381
520.0,3402,38741.764538
545.0,3536,38752.5005
460.0,3777,38764.191688
575.0,3596,38775.289708
600.0,3709,38787.45202
1000.0,3965,38800.166512
600.0,3857,38812.106825
1195.0,6913,38832.939699
540.0,4137,38845.054155
715.0,3975,38856.538723
385.0,2519,38863.809179
800.0,4121,38875.480659
545.0,3524,38893.013613
550.0,3671,38903.223669
495.0,2645,38910.455931
440.0,3091,38918.972243
600.0,3713,38929.268973
610.0,4473,38941.794502
575.0,3685,38952.181938
605.0,3947,38963.322915
600.0,3983,38974.680899
545.0,3152,38984.819532
805.0,3727,38995.728715
570.0,3948,39007.148538
805.0,4193,39019.325259
800.0,4141,39031.423397
570.0,4372,39044.476789
610.0,4237,39057.087459
510.0,3485,39067.419398
365.0,2497,39074.894936
575.0,3871,39086.429731
545.0,4706,39100.395758
745.0,3849,39111.826976
805.0,4049,39123.98775
700.0,3239,39133.636041
390.0,2517,39141.093826
695.0,3789,39152.490266
440.0,3457,39162.889536
605.0,3013,39171.908207
720.0,4329,39190.676685
1285.0,6893,39211.658355
1205.0,5814,39228.828815
540.0,3169,39238.153787
600.0,4003,39249.867053
520.0,3254,39259.287978
600.0,4421,39272.252505
545.0,4157,39284.452325
545.0,3593,39295.194206
520.0,4201,39307.669554
555.0,3489,39318.461293
555.0,4287,39331.394442
540.0,4633,39346.996583
280.0,2894,39355.930592
800.0,4607,39370.120593
740.0,3565,39381.219312
525.0,3649,39392.24316
530.0,3292,39402.111287
770.0,2896,39410.795431
600.0,3497,39421.109717
300.0,2261,39427.726264
770.0,4009,39439.42973
570.0,5167,39454.592084
680.0,3845,39465.947068
575.0,3778,39477.119704
500.0,3351,39486.901019
555.0,3589,39504.942088
600.0,3935,39517.032578
1405.0,7173,39540.292102
525.0,4585,39554.878448
545.0,4137,39567.516653
740.0,3750,39578.997426
800.0,4071,39591.445557
570.0,4033,39603.802472
530.0,3265,39613.917694
600.0,4519,39627.518882
605.0,3611,39638.360075
575.0,3991,39650.438673
750.0,4173,39663.19026
485.0,3669,39674.15207
580.0,3913,39685.73972
745.0,3849,39697.264466
870.0,5887,39716.138269
1430.0,8989,39742.49119
605.0,3397,39752.216558
520.0,4493,39765.021827
530.0,4854,39778.845397
600.0,4223,39790.683919
600.0,4359,39803.151759
800.0,3633,39818.73009
600.0,3321,39828.1412
605.0,3949,39839.354001
805.0,4331,39851.57767
130.0,2233,39857.902857
605.0,4179,39869.844425
570.0,3998,39881.37557
1060.0,6091,39898.960794
520.0,4129,39910.908893
360.0,2391,39917.859795
605.0,3685,39928.853171
575.0,3073,39938.446483
770.0,3756,39950.355087
510.0,3985,39962.503683
745.0,3493,39972.920481
570.0,3434,39983.268234
1490.0,7129,40004.874197
545.0,4357,40018.033428
600.0,3947,40029.985293
1060.0,6029,40048.809825
600.0,3957,40060.987403
410.0,2707,40070.227828
600.0,3705,40081.317348
510.0,3497,40091.799594
520.0,3585,40102.55405
745.0,3251,40118.040093
545.0,4368,40130.888139
800.0,3847,40142.33546
600.0,4211,40155.069487
780.0,3806,40166.85471
1000.0,7365,40189.780447
460.0,3393,40200.640366
605.0,3201,40210.745353
775.0,3145,40220.654227
605.0,4071,40233.531792
600.0,3473,40244.467572
775.0,3578,40255.478003
600.0,4095,40268.05296
340.0,2992,40277.107211
600.0,3903,40288.754415
900.0,6879,40309.309055
575.0,3254,40318.956569
525.0,2792,40327.09182
515.0,3895,40338.722692
550.0,3221,40348.15992
1180.0,6113,40366.092285
1040.0,7557,40388.320959
545.0,4433,40401.389809
600.0,4205,40413.898101
600.0,3857,40432.804539
575.0,3741,40443.930482
605.0,4087,40456.014172
600.0,4527,40469.591543
515.0,3221,40479.156014
540.0,4327,40492.576713
800.0,3305,40502.512878
605.0,3999,40514.4188
520.0,4359,40527.304361
600.0,3807,40538.770616
545.0,4573,40552.836077
515.0,4000,40566.876038
690.0,3559,40578.071466
1030.0,5399,40595.443646
545.0,3565,40606.874409
600.0,4097,40620.206125
605.0,3725,40632.087275
600.0,4353,40645.728913
605.0,4807,40661.123283
375.0,3223,40671.208007
600.0,3573,40682.616096
600.0,4033,40695.528274
470.0,3233,40705.590465
600.0,4315,40719.108512
575.0,4191,40732.414729
810.0,4175,40751.425135
425.0,3643,40763.076497
185.0,2457,40771.016141
515.0,2667,40779.400497
640.0,4237,40794.182617
650.0,3149,40803.843814
1430.0,8209,40828.51948
1350.0,7717,40851.336902
600.0,4439,40864.384513
600.0,4457,40877.436558
600.0,4715,40891.309688
495.0,3321,40901.031073
805.0,4555,40914.726091
570.0,3453,40924.900365
600.0,4061,40936.945972
600.0,4541,40950.433792
1125.0,6859,40971.09978
1045.0,7107,40992.485094
1125.0,6676,41012.537514
725.0,4309,41025.593308
470.0,3331,41035.629489
540.0,4127,41047.96647
600.0,3901,41067.93815
605.0,3375,41077.885715
600.0,4057,41090.233141
520.0,3974,41102.118257
800.0,4419,41115.346404
500.0,3825,41126.791052
545.0,4309,41140.110017
145.0,2303,41148.597373
570.0,3648,41160.138129
575.0,4136,41173.197982
1550.0,8407,41200.090004
800.0,3681,41211.837521
1035.0,6003,41231.086548
545.0,3571,41242.351445
515.0,3673,41253.90802
575.0,4761,41268.998268
340.0,3435,41279.807592
600.0,3435,41290.501375
505.0,3041,41300.13195
600.0,4565,41314.38522
490.0,4549,41328.586193
800.0,3959,41340.916418
580.0,4027,41353.391579
770.0,4211,41366.809755
540.0,3813,41384.783407
570.0,4449,41398.769443
1125.0,8753,41426.406455
585.0,3591,41437.395237
555.0,4055,41449.836312
1000.0,4349,41462.83279
610.0,3403,41472.869018
600.0,3461,41482.99666
540.0,3167,41492.219103
600.0,3241,41501.696842
600.0,3881,41514.271924
850.0,6709,41533.86184
780.0,4092,41545.793357
540.0,4132,41557.957985
605.0,3577,41568.61407
775.0,4149,41580.875051
630.0,3785,41592.089869
480.0,4415,41605.202809
1145.0,7615,41628.037069
805.0,3731,41639.273094
600.0,3515,41649.667374
610.0,3667,41660.640726
555.0,3152,41670.037827
600.0,3595,41680.779978
555.0,3848,41698.050758
600.0,3957,41709.674285
1205.0,7303,41731.5633
745.0,4064,41743.704051
605.0,3889,41755.364978
610.0,4137,42722.783655
600.0,3937,42734.319612
945.0,3497,42744.256113
470.0,3713,42755.075369
600.0,4391,43699.963651
530.0,3095,43708.812049
605.0,3739,43719.500371
600.0,4077,43731.277429
575.0,3521,43741.530494
600.0,3467,43752.891123
600.0,3669,44679.709529
1010.0,5569,44695.883517
575.0,3599,44706.151599
535.0,4156,44718.092136
570.0,2960,45082.582944
800.0,4099,45094.484211
745.0,3571,45104.918791
600.0,4387,45117.447492
570.0,2711,46106.188047
600.0,3373,46115.842608
1040.0,6212,46140.762875
495.0,3477,46150.876664
600.0,3997,46915.085434
600.0,3947,46926.442601
690.0,3717,46938.402438
945.0,3564,46948.8937
600.0,4347,46961.306701
545.0,3479,46971.110777
600.0,3229,46980.367325
580.0,3329,46989.897598
605.0,3277,47915.073083
545.0,3429,47924.806125
575.0,3976,47936.400715
775.0,4532,47949.671531
1275.0,6765,47969.072986
600.0,3601,47979.328996
600.0,4093,48948.831536
750.0,3152,48958.108734
600.0,4173,48970.323998
600.0,2949,48978.983019
580.0,3398,48990.08447
925.0,5375,49005.38022
775.0,4219,49017.484744
605.0,3813,49028.400245
575.0,3273,49037.65555
630.0,4031,49049.002678
715.0,3667,49066.447945
490.0,3441,49076.260161
720.0,3307,49085.575784
775.0,3832,49096.409014
600.0,4381,49108.827346
480.0,2849,49116.887181
770.0,4090,49128.440727
545.0,4254,49140.414258
795.0,5843,50114.187877
495.0,3407,50124.808729
775.0,3976,50136.219418
570.0,3322,50145.689442
545.0,3618,51161.847821
720.0,3985,51174.11245
600.0,3941,51185.718466
605.0,3417,51195.755578
600.0,4713,51209.151933
605.0,3223,51218.512019
460.0,3353,51228.095534
600.0,4881,51242.073439
515.0,3285,51251.513453
525.0,2735,51539.576239
555.0,3561,51549.659546
300.0,2261,51555.958855
600.0,4205,51568.00159
545.0,3589,51578.346258
750.0,4688,51592.416852
600.0,4121,51610.023159
600.0,3677,51620.424168
570.0,3237,51629.474038
600.0,3823,51640.266355
500.0,2849,51648.30626
800.0,3569,51658.412233
525.0,3521,51668.29989
1300.0,8063,51691.190355
515.0,3435,51700.832597
290.0,1743,51705.681678
550.0,3570,51715.775689
530.0,3435,51725.40079
540.0,2974,52341.079531
605.0,3481,52351.240404
520.0,2987,52359.81607
775.0,4481,52373.546459
610.0,3757,52384.346774
545.0,3779,52395.053141
355.0,2907,53412.287877
600.0,3711,53423.09785
410.0,3225,53432.332948
490.0,3817,53443.318896
515.0,3750,53454.355888
485.0,3843,53465.68176
1605.0,6821,53485.59976
550.0,3317,53495.636279
600.0,4373,53884.034447
510.0,3757,53894.646091
520.0,3669,53905.005492
615.0,4065,53916.316904
550.0,4106,53927.847147
545.0,3280,53938.781972
585.0,2469,53945.643988
540.0,3867,53956.410635
485.0,4033,53967.900476
490.0,3443,53977.687674
595.0,2699,53985.202124
1165.0,5733,54001.528518
605.0,4307,54013.620094
690.0,3253,54022.723492
525.0,3791,54033.344242
910.0,4161,54044.957593
575.0,3759,54055.632878
600.0,3181,54064.721716
1000.0,3835,54075.517527
490.0,3847,54086.474987
545.0,3315,54095.88641
515.0,3521,54105.909698
545.0,3537,54116.728789
580.0,4033,54128.091485
545.0,3002,54136.600097
800.0,4137,54148.278339
745.0,3992,54159.514458
590.0,3356,54168.99748
725.0,3568,54186.595998
480.0,3923,54197.69304
500.0,3441,54207.392496
605.0,3841,54218.260024
575.0,3136,54227.064942
570.0,4031,54238.472505
495.0,3475,54248.191452
600.0,4111,54259.816623
575.0,4519,54272.635235
1000.0,3725,54283.133946
575.0,3514,54293.127966
775.0,4057,54304.472633
545.0,3784,54315.158839
555.0,3237,54324.303469
790.0,5401,54340.024006
555.0,3569,54350.366941
585.0,4137,54362.397679
545.0,3571,54372.493334
680.0,4847,54386.469402
600.0,4309,54398.455035
785.0,4095,54410.137309
