#{"t_start": 1750638857.094023, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
90.0,1679,1515.974684
135.0,2215,1523.820767
210.0,2431,1532.002715
105.0,1777,1538.836579
145.0,2395,1547.690323
185.0,2781,1558.124782
125.0,2065,1565.463039
155.0,2099,1572.558179
445.0,2751,1582.83835
65.0,1523,1587.872559
180.0,2337,1595.782185
105.0,1529,1601.016307
80.0,1873,1607.580423
150.0,1859,1613.861477
110.0,2277,1621.323095
75.0,1407,1625.861045
180.0,2155,1633.11074
50.0,1445,1637.92594
155.0,2059,1644.566902
135.0,1969,1651.199456
290.0,2995,1664.998603
155.0,2407,1673.310668
245.0,2809,1682.711964
135.0,1929,1689.43298
260.0,2439,1698.241365
135.0,1923,1704.84495
75.0,1253,1709.976288
140.0,1953,1716.818113
110.0,2519,1726.486801
390.0,2515,1735.189593
120.0,2369,1743.448253
105.0,1883,1750.327344
110.0,1881,1757.112177
655.0,5105,1774.596898
155.0,1987,1781.981896
110.0,1991,1789.151562
105.0,1937,1795.910603
215.0,2735,1806.039677
95.0,1921,1812.733237
180.0,2409,1821.182153
105.0,1859,1827.678275
30.0,1179,1831.586676
185.0,2515,1840.7897
110.0,1949,1847.786921
135.0,2071,1855.248734
110.0,2013,1862.685715
210.0,1931,1869.4493
110.0,1549,1874.78233
280.0,3395,1886.950398
240.0,3565,1900.462629
310.0,3109,1911.958591
140.0,2063,1919.294824
70.0,1205,1923.597863
120.0,2277,1931.864273
15.0,1027,1935.978179
210.0,2415,1944.055255
210.0,2497,1952.429194
265.0,3029,1962.850994
285.0,2785,1972.164148
105.0,1841,1979.100585
475.0,4889,1996.329849
90.0,1797,2002.801436
240.0,2481,2011.885899
185.0,2289,2023.321504
50.0,1219,2027.526488
100.0,2341,2035.656229
105.0,1633,2041.390467
120.0,2153,2048.543343
240.0,2757,2058.004662
240.0,3057,2068.295206
160.0,2401,2077.038053
180.0,2457,2085.555008
125.0,1663,2092.044395
115.0,1231,2096.094228
80.0,1137,2100.356404
180.0,2405,2108.825962
35.0,1187,2112.718559
60.0,1517,2118.075942
150.0,2377,2126.213902
315.0,3489,2138.322637
135.0,2335,2147.144753
80.0,1487,2152.549435
290.0,2861,2162.898381
120.0,2009,2170.053715
110.0,2049,2177.019895
260.0,2363,2185.369977
160.0,2097,2193.10929
45.0,1187,2197.095847
120.0,1897,2203.691126
165.0,2287,2212.281227
85.0,1227,2216.801107
335.0,2563,2225.355877
135.0,1737,2231.502749
75.0,1219,2236.346094
335.0,2415,2245.558673
135.0,2295,2254.083248
75.0,1163,2257.936219
135.0,1973,2264.96147
125.0,1565,2271.262388
20.0,1581,2277.652358
210.0,2445,2286.151116
210.0,2523,2295.646631
240.0,2903,2306.422472
240.0,2885,2316.837766
105.0,1277,2321.021847
255.0,2395,2329.008718
210.0,2407,2336.839253
85.0,1207,2340.652447
220.0,2941,2350.234623
120.0,2019,2356.872851
230.0,2769,2365.990798
30.0,1035,2369.397682
380.0,2417,2377.336576
80.0,1237,2381.885426
285.0,2889,2394.4504
120.0,1925,2400.940133
75.0,1687,2406.567522
60.0,1185,2410.500506
440.0,2999,2420.967386
260.0,2885,2430.815848
95.0,1535,2435.783734
80.0,1281,2439.974845
35.0,1205,2444.039671
80.0,1161,2447.787234
110.0,2381,2455.462424
80.0,1079,2458.909876
105.0,2241,2466.563473
105.0,2045,2475.223384
210.0,2335,2484.192775
45.0,1155,2489.212865
290.0,2361,2497.862383
175.0,2219,2505.655663
40.0,1195,2510.223899
330.0,3465,2523.798523
455.0,2853,2534.38132
210.0,2513,2543.995419
210.0,2365,2552.826865
270.0,2929,2563.904922
75.0,1537,2569.073241
80.0,1055,2572.702137
120.0,2375,2581.171622
160.0,2341,2590.87426
135.0,2407,2600.80458
210.0,2537,2610.099726
210.0,2553,2619.558775
155.0,2389,2627.872922
35.0,1201,2631.949158
155.0,2315,2640.158419
120.0,1959,2647.236433
260.0,2905,2658.791232
155.0,2373,2667.346239
120.0,1897,2674.141288
155.0,2319,2683.180984
100.0,1157,2687.449768
210.0,2581,2696.86518
210.0,2505,2705.587912
210.0,2545,2714.609876
210.0,2511,2723.714559
100.0,1931,2730.606598
180.0,2337,2738.916911
105.0,1797,2745.403801
35.0,1163,2749.415463
105.0,1393,2754.386886
285.0,2871,2767.918974
105.0,2279,2776.031694
55.0,1191,2780.294754
75.0,1241,2785.073827
50.0,1319,2789.642436
335.0,2455,2798.18389
130.0,1863,2804.422261
210.0,2797,2814.248157
65.0,1517,2819.665811
155.0,2405,2828.202968
40.0,1463,2833.453111
210.0,2499,2841.784325
135.0,2289,2849.375448
105.0,1815,2855.399372
155.0,2319,2863.375623
105.0,1729,2869.094385
110.0,2049,2875.947201
155.0,2417,2884.092429
45.0,1447,2888.897673
125.0,2241,2896.476843
105.0,1921,2902.944894
105.0,1959,2909.450305
120.0,2301,2917.133889
120.0,2263,2924.724405
180.0,2393,2932.780919
215.0,2581,2941.445276
80.0,1907,2947.943854
260.0,2887,2959.043844
295.0,2865,2968.691847
180.0,2369,2976.667659
210.0,2443,2984.935047
75.0,1619,2990.330904
335.0,2413,2999.277478
105.0,2085,3006.289639
210.0,2457,3015.416565
180.0,2473,3023.827398
565.0,3949,3037.142472
180.0,2511,3045.788346
80.0,1345,3050.216027
125.0,2031,3057.037081
50.0,1647,3062.473042
260.0,3025,3073.004656
165.0,2491,3081.186855
105.0,1909,3087.574831
365.0,2795,3096.961606
155.0,2601,3105.78535
55.0,1029,3109.343022
180.0,2331,3120.046632
265.0,3059,3130.283413
160.0,2277,3138.246659
210.0,2939,3149.311731
135.0,1935,3155.483844
155.0,2385,4204.276093
180.0,2419,4217.740174
210.0,2859,4233.107143
135.0,1987,4244.27129
30.0,1873,4252.816576
180.0,2403,4263.580623
90.0,1265,4268.913098
160.0,2037,4277.732311
445.0,4627,5269.853653
205.0,2495,5280.183494
135.0,2161,5289.502489
295.0,3309,5303.454775
460.0,3171,5321.233985
60.0,1265,5325.644837
160.0,2123,5336.643694
280.0,2309,5348.048668
340.0,3395,5363.041586
395.0,2497,6296.007287
180.0,2525,6306.199641
105.0,2249,6316.058545
210.0,2389,6328.360225
240.0,3231,7375.727207
545.0,4309,7394.940063
120.0,2085,7403.991995
275.0,2577,8329.500386
155.0,2577,8337.793052
140.0,2017,8346.339471
300.0,3021,8359.942753
60.0,1389,8365.730553
590.0,3181,8379.251612
195.0,2631,8390.728276
120.0,2271,8400.392191
210.0,2445,8410.567689
210.0,2497,9391.876959
245.0,2423,9398.947382
365.0,3113,9414.919054
185.0,2373,9427.696211
125.0,2351,10354.126832
215.0,2397,10362.300231
135.0,1897,10370.90322
215.0,2715,10382.626831
135.0,1933,10390.691019
35.0,1391,10395.040398
210.0,2761,11416.87402
225.0,2851,11427.847126
180.0,2397,11438.092988
155.0,1499,11444.752674
155.0,2417,11454.101044
215.0,2315,12398.995361
110.0,1945,12404.931518
440.0,3227,12419.083293
155.0,1907,12427.562868
230.0,3211,12441.563048
460.0,2851,12454.941901
270.0,2933,12467.409691
180.0,2507,12479.808554
285.0,2993,13454.201755
200.0,3063,13465.093356
185.0,2857,13477.802612
210.0,2415,13487.975041
80.0,1583,13493.964998
140.0,2177,14487.230901
180.0,2201,14493.593946
210.0,2365,14503.692952
60.0,1525,14510.587493
115.0,1595,14517.335944
245.0,2857,14528.785753
340.0,3197,15013.074854
335.0,3521,15027.581189
230.0,2653,15039.454255
485.0,2979,15050.757328
65.0,2571,15057.920391
135.0,1719,15062.66718
175.0,2103,15068.462736
80.0,1893,15074.146527
365.0,3621,15085.254227
175.0,2743,15095.33087
140.0,2709,16153.868779
285.0,2971,16166.385434
120.0,1447,16172.545444
135.0,1861,16180.931406
545.0,3043,16194.365891
220.0,2139,16203.414629
135.0,1727,16210.7277
340.0,2973,16223.36214
50.0,1361,16228.98976
60.0,1529,16235.311074
85.0,2041,17184.442645
215.0,2537,17193.117506
80.0,1379,17198.806811
435.0,3855,17215.238469
105.0,1553,17222.320323
155.0,1963,18292.848194
140.0,2371,18301.403673
225.0,2037,18312.79936
340.0,3175,18326.89336
130.0,2821,19302.863231
145.0,1981,19310.730607
150.0,2395,19321.011674
105.0,2097,19329.959024
355.0,2355,19339.68442
245.0,2865,20386.248045
275.0,1883,20394.055917
185.0,2399,20405.393252
170.0,2021,20414.168407
140.0,1899,20422.137342
210.0,1925,20430.328988
90.0,1557,20437.055855
125.0,1851,20444.973564
75.0,2049,20453.688694
155.0,2013,20462.779917
155.0,1301,20468.130647
125.0,1921,21483.189053
70.0,2339,21491.509243
155.0,2643,21505.91628
240.0,2877,21520.098083
110.0,1463,22467.199462
230.0,3139,22477.864116
265.0,3057,22490.77392
60.0,1765,22498.525934
110.0,2585,23461.175796
35.0,1127,23464.544793
75.0,1279,23468.417697
300.0,3035,23484.429247
150.0,2069,23493.304728
95.0,1999,23501.494576
30.0,1265,24471.220977
275.0,2801,24480.174029
90.0,1495,24486.680498
40.0,1137,24491.410417
150.0,1703,24498.465145
315.0,3247,24512.552867
110.0,2031,24521.236965
215.0,2591,25443.282462
155.0,2789,25451.617189
265.0,2183,25464.780926
120.0,1875,25473.377515
155.0,2013,25482.025845
75.0,1541,25486.640299
215.0,2409,26411.433568
15.0,1065,26414.473936
40.0,1353,26419.334302
165.0,1445,26425.411178
160.0,1723,26433.197364
35.0,993,26437.280061
60.0,1469,26443.350751
120.0,2687,26452.371541
295.0,3053,27364.16059
210.0,2747,27375.758174
55.0,1371,27382.801642
60.0,1573,27390.231702
25.0,1327,27395.80421
230.0,2453,28441.010761
275.0,2945,28452.031261
185.0,1921,28460.383702
105.0,2211,28469.756589
125.0,2373,28480.222097
625.0,4271,28500.388175
125.0,1621,28507.268548
355.0,2711,28518.621955
70.0,1423,28524.534545
285.0,3795,29436.905088
65.0,1715,29443.554686
45.0,1151,29448.582112
225.0,2755,29460.455524
75.0,1497,29467.122556
125.0,1881,30421.608102
130.0,1995,30427.279201
135.0,1829,30434.226155
120.0,2133,30443.158873
30.0,1021,30447.319732
165.0,2221,30457.298601
55.0,1373,30462.614533
50.0,1167,31530.63259
90.0,1233,31536.411676
155.0,1479,31541.899386
420.0,3509,31556.862665
125.0,1625,31563.975489
210.0,2189,32631.883207
110.0,1587,32636.67975
365.0,2819,32652.173157
120.0,1707,32659.357367
130.0,2039,32668.445409
165.0,2355,32679.18912
175.0,1977,32687.501016
260.0,2681,32698.91047
110.0,2537,32709.6168
65.0,1785,32717.121583
245.0,2861,33713.182079
330.0,4733,33731.471492
240.0,2911,33745.550205
210.0,2723,33945.928823
225.0,3911,33959.970524
430.0,2957,33972.749796
180.0,2437,33983.577678
120.0,1937,33990.771344
225.0,3011,34961.810908
260.0,2937,34974.289972
545.0,4095,34991.854067
285.0,2267,35906.395322
285.0,3259,35917.184603
205.0,3059,35931.314749
215.0,2857,35943.833988
190.0,2781,36939.376426
180.0,1937,36946.100739
110.0,1859,36954.20023
180.0,2855,36966.917087
185.0,2733,36978.851152
135.0,1871,36986.639011
670.0,4361,37005.41777
695.0,4211,37023.256039
75.0,1477,38034.79265
395.0,4147,38056.737046
565.0,4176,38074.682924
480.0,2999,38392.419433
285.0,3221,38404.323933
45.0,1163,38409.674706
80.0,1733,38417.207465
155.0,2599,38428.081987
200.0,2319,39458.665293
50.0,1465,39462.974813
185.0,2817,39475.901323
180.0,2233,39486.303404
200.0,3609,39501.340808
75.0,1353,39505.049907
250.0,2861,40512.916115
495.0,3463,40528.912713
315.0,3681,40544.658721
215.0,2823,41539.845812
55.0,1243,41544.116145
155.0,2401,41554.442693
260.0,2889,41567.05961
285.0,2539,41578.218072
155.0,2087,41587.258342
155.0,2259,41596.99021
265.0,3575,41612.037388
215.0,2655,41623.371732
600.0,4273,42710.559963
160.0,2361,42720.811952
110.0,2061,42730.089572
215.0,2899,42741.482077
265.0,3719,42998.981765
190.0,2421,43008.366407
155.0,2379,43018.541163
260.0,3009,43032.465608
435.0,3593,43061.459715
420.0,4529,43080.938098
325.0,3895,43097.552739
345.0,3515,43127.570428
230.0,2781,43139.226552
240.0,1933,43147.339838
500.0,3657,43162.711169
360.0,3527,43189.335426
385.0,2591,43201.530613
390.0,3785,43218.023087
575.0,4631,43249.699858
420.0,3195,43262.856386
255.0,2697,43276.382544
110.0,2295,43285.964026
335.0,3309,44249.665049
185.0,2833,44261.525408
255.0,2935,44275.41043
190.0,3445,44590.956996
65.0,1905,44597.825862
245.0,2837,44610.235758
320.0,3537,44625.307409
305.0,2751,44745.010536
425.0,3219,44756.55942
205.0,2719,44768.234337
445.0,3835,44784.669918
290.0,2983,45653.849094
230.0,3075,45665.459129
395.0,3895,45684.964402
185.0,2271,45697.186727
310.0,3153,45710.651342
315.0,3827,45727.040783
315.0,3029,45740.194886
600.0,5329,46742.223472
345.0,3071,46756.398496
210.0,2619,46766.748177
175.0,2583,46890.756242
400.0,4465,46913.614595
310.0,3355,46928.623344
290.0,2897,46955.241902
200.0,2573,46964.918645
365.0,3293,46983.012013
310.0,2831,47938.464432
385.0,3465,47950.229786
145.0,2533,47961.70244
190.0,2583,47973.07531
255.0,3075,47983.218789
265.0,3173,48898.400171
580.0,3251,48912.2368
475.0,3489,48927.043198
355.0,2749,48935.80398
295.0,2659,49315.423335
235.0,2639,49325.842097
120.0,2195,49335.722269
210.0,2003,49344.503691
290.0,3095,49354.800363
275.0,3381,49364.026012
710.0,3989,50351.025382
195.0,2893,50362.27313
340.0,4107,50382.780499
505.0,2517,50391.233223
225.0,2903,51400.611346
275.0,2379,51410.655142
265.0,2719,51425.915331
95.0,1983,51434.931774
335.0,3243,52379.998456
250.0,3087,52390.556188
270.0,3825,52408.014788
300.0,3639,52420.951716
535.0,3125,52976.105703
480.0,4501,52999.985335
235.0,3557,53019.500665
385.0,4063,53036.747481
170.0,2921,53049.121891
315.0,3431,53063.616754
270.0,3393,53078.186857
305.0,3231,53091.778249
425.0,2461,53102.096151
310.0,3123,53114.536419
310.0,3449,54033.476446
325.0,2855,54047.276565
605.0,3563,54063.585442
460.0,3189,54077.231746
460.0,3957,54093.991539
350.0,2921,54108.054545
545.0,5105,55182.742544
555.0,3345,55197.218823
480.0,3225,55210.924579
330.0,3853,56137.655358
310.0,2957,56150.003581
245.0,2415,56160.748536
200.0,2313,56170.626298
365.0,3495,56637.563711
135.0,1857,56645.405995
200.0,2853,56657.671863
365.0,3111,56670.815003
380.0,2873,57637.857243
285.0,3451,57651.168786
170.0,3015,57668.429149
330.0,2339,57677.700038
535.0,3001,58690.472971
35.0,1533,58696.35358
130.0,1957,58708.372184
90.0,2569,58719.920641
535.0,2412,58730.73829
625.0,4565,58749.923425
305.0,3527,58764.809054
425.0,2893,58776.635469
485.0,2717,59817.10119
365.0,2965,59829.981283
500.0,2487,59840.631348
215.0,2645,59851.543251
75.0,1517,59855.673281
135.0,1991,60292.830542
260.0,2665,60302.727564
970.0,4167,60322.800361
85.0,1669,60329.789253
315.0,2569,60336.823373
260.0,3199,60345.710827
25.0,1331,60349.308984
195.0,2719,60356.789339
215.0,2493,60363.620067
500.0,3028,60371.990619
225.0,2043,60377.540384
335.0,3719,61291.452134
170.0,2319,61302.10454
330.0,2811,61314.800023
80.0,1593,61321.468125
465.0,3041,62293.060349
540.0,3505,62304.848164
215.0,1893,62312.958536
355.0,3701,62329.548616
275.0,2405,62339.804184
700.0,4057,63398.85763
270.0,2461,63414.51284
345.0,3713,63431.029925
365.0,2799,63955.979094
235.0,2931,63968.168841
375.0,4047,63986.069731
420.0,4101,64905.874202
560.0,4935,64929.980376
420.0,4868,65923.201961
220.0,3101,65933.553912
615.0,4694,65954.212361
440.0,3663,66990.931709
705.0,4073,67006.913846
215.0,2669,67018.784498
415.0,4393,67037.380228
255.0,3025,67623.240808
395.0,4183,67652.788081
240.0,3363,68626.471586
695.0,6745,68656.151621
345.0,3833,69631.519939
575.0,3967,69646.24608
700.0,4723,69671.414683
345.0,3817,70695.685907
560.0,3989,70713.033111
340.0,3453,70725.129806
490.0,3451,71281.622171
290.0,2839,71294.017445
370.0,4125,71311.892296
535.0,4687,71331.828947
665.0,4675,72344.193884
545.0,3105,72358.163756
360.0,4007,72376.816127
365.0,2755,73351.788088
180.0,2125,73360.17721
475.0,3201,73376.781288
630.0,3568,73389.137266
300.0,2723,74174.015987
410.0,3449,74188.166828
285.0,2397,74198.603743
290.0,2991,74211.605369
275.0,3398,74221.455759
445.0,3797,74231.87301
320.0,3315,74941.410725
305.0,2435,74952.501446
475.0,3595,74968.059509
380.0,2643,74979.292898
335.0,3533,74994.613673
260.0,2647,75006.558396
240.0,3159,75021.061273
620.0,3587,76024.492082
275.0,2835,76037.553719
385.0,4013,76054.773987
275.0,3153,77045.409292
755.0,3535,77060.262215
325.0,3013,77073.90414
600.0,4325,78032.712844
580.0,3386,78046.55463
150.0,1373,78052.338959
380.0,3373,78066.933697
525.0,3356,78600.089527
485.0,4513,78619.773789
570.0,3475,78633.957992
550.0,2920,78646.109681
540.0,3003,78654.36268
305.0,3023,78662.703043
590.0,3543,79689.486164
435.0,3821,79704.305803
365.0,3967,79721.400228
260.0,4105,79739.834397
355.0,4723,79760.203156
870.0,5821,80724.849832
340.0,3180,80735.954466
600.0,4993,80757.819071
635.0,3723,81780.022231
600.0,3573,81793.831764
370.0,3417,81813.337269
275.0,3245,81824.506774
300.0,3035,82259.651371
610.0,3700,82275.313765
725.0,4057,82293.441958
720.0,2455,83342.50586
635.0,4625,83362.920004
330.0,2827,83375.272439
345.0,3595,83387.209294
300.0,2915,84352.28729
335.0,3107,84365.381364
420.0,2673,84377.231211
500.0,3729,84394.466172
365.0,2667,84408.811003
430.0,3259,84422.773024
545.0,3183,84435.664303
160.0,1829,85462.497451
570.0,4871,85484.704688
475.0,3281,85496.874929
620.0,4279,85922.443657
495.0,2782,85934.274867
275.0,3513,85949.894719
405.0,2741,85958.165884
465.0,3717,85968.457587
150.0,2711,85975.969807
575.0,4679,85988.860058
390.0,3739,85999.248924
350.0,3401,86931.418271
605.0,5749,86958.555766
320.0,2476,87866.230924
400.0,3279,87878.517659
775.0,4751,87902.183669
270.0,3175,88905.846587
440.0,3369,88917.652423
85.0,1839,88925.838935
345.0,2681,88937.5582
540.0,3553,88952.485483
330.0,3309,88967.09243
350.0,2671,88978.9573
340.0,3395,88993.554314
525.0,2682,89548.161166
350.0,2893,89559.832122
290.0,2919,89574.660664
335.0,2921,89586.96671
280.0,2381,89713.247315
320.0,2631,89722.990996
280.0,2928,89734.479808
170.0,2483,89748.198477
430.0,3579,89760.340907
600.0,3543,89772.505141
350.0,2627,89782.040752
315.0,2983,89792.564377
600.0,3623,89805.690952
575.0,4697,89821.91274
